query	page	country	simulated clicks	start_date	end_date	domain
hard drive destruction otttawa	https://quantumlifecycle.com/en_CA/data-destruction-ottawa/	CA	1	2023-01-31	2023-03-01	quantumlifecycle.com
venture capital recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-venture-capital/	US	1	2023-01-31	2023-03-01	intrinsicsearch.com
vancouver recruiter	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2023-01-31	2023-03-01	locksearchgroup.com
hospital recruiters	https://surfsearch.org/healthcare-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
executive search vancouver	https://penderhowe.com/vancouver-executive-search/	CA	1	2023-01-31	2023-03-01	penderhowe.com
electrical engineering recruitment agencies	https://180engineering.com/practice-area/electrical-engineering-recruiters/	US	1	2023-01-31	2023-03-01	180engineering.com
big data recruiter	https://www.redfishtech.com/big-data-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
project management recruiters	https://180engineering.com/practice-area/project-program-management/	US	1	2023-01-31	2023-03-01	180engineering.com
healthcare recruiter	https://summitsearchgroup.com/practice-area/medical-and-healthcare/	CA	1	2023-01-31	2023-03-01	summitsearchgroup.com
paris hilton outfits	https://theninesfashion.com/celebrity-outfits-style/paris-hilton/	US	1	2023-01-31	2023-03-01	theninesfashion.com
devops staffing	https://nexusitgroup.com/practice-area/devops-recruiters/	US	1	2023-01-31	2023-03-01	nexusitgroup.com
selena gomez outfits	https://theninesfashion.com/celebrity-outfits-style/selena-gomez/	US	1	2023-01-31	2023-03-01	theninesfashion.com
biotech recruiter	https://surfsearch.org/biotech-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
fintech recruiter	https://www.redfishtech.com/fintech-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
hard drive destruction toronto	https://quantumlifecycle.com/en_CA/data-destruction-toronto/	CA	1	2023-01-31	2023-03-01	quantumlifecycle.com
accounting recruiter 	https://summitsearchgroup.com/practice-area/finance-and-accounting/	CA	1	2023-01-31	2023-03-01	summitsearchgroup.com
sql server dba staffing	https://180engineering.com/staffing/database-administrator/	US	1	2023-01-31	2023-03-01	180engineering.com
biotech recruiter	https://surfsearch.org/biotech-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
vancouver recruiter	https://summitsearchgroup.com/location/vancouver-recruiters/	CA	1	2023-01-31	2023-03-01	summitsearchgroup.com
oil and gas recruitment	https://www.energists.com/sector/oil-gas-recruiters/	US	1	2023-01-31	2023-03-01	energists.com
devops recruiters	https://www.redfishtech.com/devops-recruiting/	US	2	2023-01-31	2023-03-01	redfishtech.com
fintech recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-fintech/	GB	1	2023-01-31	2023-03-01	intrinsicsearch.com
selena gomez outfits	https://theninesfashion.com/celebrity-outfits-style/selena-gomez/	US	2	2023-01-31	2023-03-01	theninesfashion.com
carolina gomez makeup	https://theninesfashion.com/outfit/selena-gomez-black-printed-taffeta-mini-dress-alessandra-rich/	US	1	2023-01-31	2023-03-01	theninesfashion.com
manufacturing recruitment	https://caltekstaffing.com/manufacturing-recruitment/	US	1	2023-01-31	2023-03-01	caltekstaffing.com
e-commerce recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-e-commerce/	US	1	2023-01-31	2023-03-01	intrinsicsearch.com
electronics recycling vancouver	https://quantumlifecycle.com/en_CA/electronics-recycling-vancouver/	CA	1	2023-01-31	2023-03-01	quantumlifecycle.com
kylie jenner outfits	https://theninesfashion.com/celebrity-outfits-style/kylie-jenner/	US	1	2023-01-31	2023-03-01	theninesfashion.com
emma chamberlain outfits	https://theninesfashion.com/celebrity-outfits-style/emma-chamberlain/	US	1	2023-01-31	2023-03-01	theninesfashion.com
madison beer outfits	https://theninesfashion.com/celebrity-outfits-style/madison-beer/	US	1	2023-01-31	2023-03-01	theninesfashion.com
e-commerce recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-e-commerce/	GB	1	2023-01-31	2023-03-01	intrinsicsearch.com
project management recruiters	https://180engineering.com/practice-area/project-program-management/	US	1	2023-01-31	2023-03-01	180engineering.com
healthcare recruiter	https://summitsearchgroup.com/practice-area/medical-and-healthcare/	CA	1	2023-01-31	2023-03-01	summitsearchgroup.com
edmonton recruitment agency	https://summitsearchgroup.com/location/edmonton-recruiters/	CA	1	2023-01-31	2023-03-01	summitsearchgroup.com
fintech recruiter	https://www.redfishtech.com/fintech-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
electrical engineering recruitment agencies	https://180engineering.com/practice-area/electrical-engineering-recruiters/	US	1	2023-01-31	2023-03-01	180engineering.com
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
toronto recruiter	https://www.locksearchgroup.com/offices/toronto/	CA	1	2023-01-31	2023-03-01	locksearchgroup.com
project management recruiters	https://180engineering.com/practice-area/project-program-management/	US	1	2023-01-31	2023-03-01	180engineering.com
best biotech recruiters	https://surfsearch.org/top-biotech-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
devops staffing	https://nexusitgroup.com/practice-area/devops-recruiters/	US	2	2023-01-31	2023-03-01	nexusitgroup.com
product management recruiters	https://www.redfishtech.com/product-management-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
emma chamberlain outfits	https://theninesfashion.com/celebrity-outfits-style/emma-chamberlain/	US	1	2023-01-31	2023-03-01	theninesfashion.com
biotech recruiting	https://surfsearch.org/biotech-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
pharma recruiters	https://surfsearch.org/pharmaceutical-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
top hospitality recruiters	https://www.bristolassoc.com/hospitality/	US	1	2023-01-31	2023-03-01	bristolassoc.com
operations recruitment	https://mangrumcareersolutions.com/practice-area/operations-recruiters/	US	1	2023-01-31	2023-03-01	mangrumcareersolutions.com
medical device recruiter	https://www.locksearchgroup.com/practice/medical-device/	CA	1	2023-01-31	2023-03-01	locksearchgroup.com
ana de armas outfits	https://theninesfashion.com/celebrity-outfits-style/ana-de-armas/	US	1	2023-01-31	2023-03-01	theninesfashion.com
private equity recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-private-equity/	GB	1	2023-01-31	2023-03-01	intrinsicsearch.com
fintech recruiter	https://www.redfishtech.com/fintech-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
madison beer outfits	https://theninesfashion.com/celebrity-outfits-style/madison-beer/	US	1	2023-01-31	2023-03-01	theninesfashion.com
tools for recruiters	https://www.talentheromedia.com/recruiting-software-tools/	US	1	2023-01-31	2023-03-01	talentheromedia.com
finance recruiter	https://summitsearchgroup.com/practice-area/finance-and-accounting/	CA	1	2023-01-31	2023-03-01	summitsearchgroup.com
media destruction toronto	https://quantumlifecycle.com/en_CA/data-destruction-toronto/	CA	1	2023-01-31	2023-03-01	quantumlifecycle.com
executive search montreal	https://penderhowe.com/montreal-executive-search/	CA	1	2023-01-31	2023-03-01	penderhowe.com
executive search new york city	https://penderhowe.com/new-york-executive-search/	US	1	2023-01-31	2023-03-01	penderhowe.com
machine learning recruiters	https://www.redfishtech.com/machine-learning-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
fintech executive search	https://www.intrinsicsearch.com/executive-recruiters-for-fintech/	GB	1	2023-01-31	2023-03-01	intrinsicsearch.com
recruiter website	https://www.talentheromedia.com/six-essential-elements-every-recruiter-website-needs/	US	1	2023-01-31	2023-03-01	talentheromedia.com
supply chain recruiter	https://mangrumcareersolutions.com/practice-area/supply-chain-recruiters/	US	1	2023-01-31	2023-03-01	mangrumcareersolutions.com
executive search new york city	https://penderhowe.com/new-york-executive-search/	US	1	2023-01-31	2023-03-01	penderhowe.com
vancouver recruiter	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2023-01-31	2023-03-01	locksearchgroup.com
carolina gomez makeup	https://theninesfashion.com/outfit/selena-gomez-black-printed-taffeta-mini-dress-alessandra-rich/	US	1	2023-01-31	2023-03-01	theninesfashion.com
best basketball shoes	https://ballershoesdb.com/blog/top-5-basketball-shoes-great-grip-traction/	US	1	2023-01-31	2023-03-01	ballershoesdb.com
power generation recruitment agency	https://www.bemana.us/practice-area/power-generation-recruiters/	US	1	2023-01-31	2023-03-01	bemana.us
recruiter SEO	https://www.talentheromedia.com/seo-for-recruitment-agencies-5-must-see-tips/	US	1	2023-01-31	2023-03-01	talentheromedia.com
selena gomez outfits	https://theninesfashion.com/celebrity-outfits-style/selena-gomez/	US	1	2023-01-31	2023-03-01	theninesfashion.com
emma chamberlain outfits	https://theninesfashion.com/celebrity-outfits-style/emma-chamberlain/	US	1	2023-01-31	2023-03-01	theninesfashion.com
travel recruitment 	https://www.bristolassoc.com/travel-tourism-and-attraction/	US	1	2023-01-31	2023-03-01	bristolassoc.com
tools for recruiters	https://www.talentheromedia.com/recruiting-software-tools/	US	1	2023-01-31	2023-03-01	talentheromedia.com
heavy equipment recruiting	https://www.bemana.us/practice-area/heavy-equipment/	US	1	2023-01-31	2023-03-01	bemana.us
operations recruitment	https://mangrumcareersolutions.com/practice-area/operations-recruiters/	US	1	2023-01-31	2023-03-01	mangrumcareersolutions.com
edmonton recruitment agency	https://summitsearchgroup.com/location/edmonton-recruiters/	CA	1	2023-01-31	2023-03-01	summitsearchgroup.com
devops staffing	https://nexusitgroup.com/practice-area/devops-recruiters/	US	1	2023-01-31	2023-03-01	nexusitgroup.com
scientific recruiters	https://surfsearch.org/new-york-life-sciences-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
hospital recruiters	https://surfsearch.org/hospital-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
recruiting ideas	https://www.talentheromedia.com/recruitment-ideas/	US	1	2023-01-31	2023-03-01	talentheromedia.com
e-commerce recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-e-commerce/	GB	1	2023-01-31	2023-03-01	intrinsicsearch.com
headhunters winnipeg	https://www.locksearchgroup.com/offices/winnipeg/	CA	1	2023-01-31	2023-03-01	locksearchgroup.com
venture capital recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-venture-capital/	GB	1	2023-01-31	2023-03-01	intrinsicsearch.com
private equity executive search firms	https://www.intrinsicsearch.com/executive-recruiters-for-private-equity/	GB	1	2023-01-31	2023-03-01	intrinsicsearch.com
hotel recruiter	https://www.bristolassoc.com/hospitality/	US	1	2023-01-31	2023-03-01	bristolassoc.com
hard drive destruction otttawa	https://quantumlifecycle.com/en_CA/data-destruction-ottawa/	CA	1	2023-01-31	2023-03-01	quantumlifecycle.com
biotech recruitment agency	https://surfsearch.org/top-biotech-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
computer recycler	https://quantumlifecycle.com/en_CA/electronics-recycling-vancouver/	CA	1	2023-01-31	2023-03-01	quantumlifecycle.com
executive search montreal	https://penderhowe.com/montreal-executive-search/	CA	1	2023-01-31	2023-03-01	penderhowe.com
executive search toronto	https://penderhowe.com/toronto-executive-search/	CA	1	2023-01-31	2023-03-01	penderhowe.com
best basketball shoes	https://ballershoesdb.com/blog/cheap-basketball-shoes/	US	1	2023-01-31	2023-03-01	ballershoesdb.com
product management recruiters	https://www.redfishtech.com/product-management-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
executive search private equity	https://www.intrinsicsearch.com/executive-recruiters-for-private-equity/	GB	1	2023-01-31	2023-03-01	intrinsicsearch.com
renewable energy recruiter	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	US	1	2023-01-31	2023-03-01	mangrumcareersolutions.com
paris hilton outfits	https://theninesfashion.com/celebrity-outfits-style/paris-hilton/	US	1	2023-01-31	2023-03-01	theninesfashion.com
power generation recruiter	https://www.bemana.us/practice-area/power-generation-recruiters/	US	1	2023-01-31	2023-03-01	bemana.us
edmonton recruitment agency	https://summitsearchgroup.com/location/edmonton-recruiters/	CA	1	2023-01-31	2023-03-01	summitsearchgroup.com
selena gomez outfits	https://theninesfashion.com/celebrity-outfits-style/selena-gomez/	US	1	2023-01-31	2023-03-01	theninesfashion.com
power generation recruitment agency	https://www.bemana.us/practice-area/power-generation-recruiters/	US	1	2023-01-31	2023-03-01	bemana.us
electrical engineering recruitment agencies	https://180engineering.com/practice-area/electrical-engineering-recruiters/	US	1	2023-01-31	2023-03-01	180engineering.com
executive recruiters montreal	https://penderhowe.com/montreal-executive-search/	CA	1	2023-01-31	2023-03-01	penderhowe.com
executive search nyc	https://penderhowe.com/new-york-executive-search/	US	1	2023-01-31	2023-03-01	penderhowe.com
hard drive destruction otttawa	https://quantumlifecycle.com/en_CA/data-destruction-ottawa/	CA	1	2023-01-31	2023-03-01	quantumlifecycle.com
supply chain executive recruiters	https://penderhowe.com/industrial/supply-chain/	CA	1	2023-01-31	2023-03-01	penderhowe.com
energy executive search	https://www.energists.com/sector/power-utilities-recruiters/	US	1	2023-01-31	2023-03-01	energists.com
madison beer outfits	https://theninesfashion.com/celebrity-outfits-style/madison-beer/	US	1	2023-01-31	2023-03-01	theninesfashion.com
supply chain recruiting	https://mangrumcareersolutions.com/practice-area/supply-chain-recruiters/	US	1	2023-01-31	2023-03-01	mangrumcareersolutions.com
saas recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-saas/	US	1	2023-01-31	2023-03-01	intrinsicsearch.com
emma chamberlain outfits	https://theninesfashion.com/celebrity-outfits-style/emma-chamberlain/	US	1	2023-01-31	2023-03-01	theninesfashion.com
vancouver recruiter	https://summitsearchgroup.com/location/vancouver-recruiters/	CA	1	2023-01-31	2023-03-01	summitsearchgroup.com
hard drive destruction vancouver	https://quantumlifecycle.com/en_CA/data-destruction-vancouver/	CA	1	2023-01-31	2023-03-01	quantumlifecycle.com
pharma recruiters	https://surfsearch.org/pharmaceutical-recruiters/	US	1	2023-01-31	2023-03-01	surfsearch.org
media destruction toronto	https://quantumlifecycle.com/en_CA/data-destruction-toronto/	CA	1	2023-01-31	2023-03-01	quantumlifecycle.com
carolina gomez makeup	https://theninesfashion.com/outfit/selena-gomez-black-printed-taffeta-mini-dress-alessandra-rich/	US	1	2023-01-31	2023-03-01	theninesfashion.com
medical device recruiter	https://www.locksearchgroup.com/practice/medical-device/	CA	1	2023-01-31	2023-03-01	locksearchgroup.com
HVAC recruitment	https://www.bemana.us/practice-area/hvac/	US	1	2023-01-31	2023-03-01	bemana.us
machine learning recruiter	https://caltekstaffing.com/machine-learning-recruitment-and-staffing/	US	1	2023-01-31	2023-03-01	caltekstaffing.com
executive search vancouver	https://penderhowe.com/vancouver-executive-search/	CA	1	2023-01-31	2023-03-01	penderhowe.com
devops recruitment	https://www.redfishtech.com/devops-recruiting/	US	1	2023-01-31	2023-03-01	redfishtech.com
vancouver recruiter	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2023-01-31	2023-03-01	locksearchgroup.com
energy executive search	https://www.energists.com/location/houston-energy-recruiters/	US	1	2023-01-31	2023-03-01	energists.com
renewable energy recruiter	https://mangrumcareersolutions.com/specialty/renewable-energy-recruiters/	US	1	2023-01-31	2023-03-01	mangrumcareersolutions.com
